frame_id,stamp,pos_x,pos_y,pos_z,orientation_x,orientation_y,orientation_z,orientation_w,covariance
map,0,-1.9956593669801257,-0.501478375292198,0.0,0.0,0.0,0.000654648361799802,0.9999923624645719,"(0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06853891945200942)"
